student_id,first_name,last_name,email,date_of_birth,phone,address,faculty,major,year_of_study,enrollment_date,status,campus
UJ2024311,Kagiso,Nelson,kagiso.nelson@student.uj.ac.za,2000-09-04,2775995122,"534 Street, APK Campus",FHSS,Psychology,4,2021-11-27,ACTIVE,APK
UJ2024312,Jabulani,Carter,jabulani.carter@student.uj.ac.za,2004-05-04,2736481233,"897 Street, DFC Campus",FLM,Criminology,3,2022-10-14,ACTIVE,DFC
UJ2024313,Sindisiwe,Nelson,sindisiwe.nelson@student.uj.ac.za,2004-12-03,2735931006,"363 Street, DFC Campus",FCBE,Marketing,2,2021-07-06,ACTIVE,DFC
UJ2024314,Anele,Cook,anele.cook@student.uj.ac.za,2003-01-25,2774100554,"541 Street, APB Campus",FNS,Health Administration,2,2022-09-26,ACTIVE,APB
UJ2024315,Ursula,Henderson,ursula.henderson@student.uj.ac.za,2000-02-01,2725982377,"970 Street, DFC Campus",FHES,Nursing,1,2020-11-02,ACTIVE,DFC
UJ2024316,Gabisile,Bennett,gabisile.bennett@student.uj.ac.za,2006-03-14,2731569467,"933 Street, DFC Campus",FHSS,Sociology,3,2022-04-18,ACTIVE,DFC
UJ2024317,Yanga,Green,yanga.green@student.uj.ac.za,2003-01-02,2721923119,"732 Street, DFC Campus",FCBE,Business Administration,1,2021-12-15,ACTIVE,DFC
UJ2024318,Xavier,Parker,xavier.parker@student.uj.ac.za,2005-10-03,2751450303,"20 Street, SWC Campus",FHSS,Anthropology,2,2022-11-14,ACTIVE,SWC
UJ2024319,Xavier,Alexander,xavier.alexander@student.uj.ac.za,2004-12-22,2794038183,"209 Street, DFC Campus",FNS,Midwifery,1,2023-07-04,ACTIVE,DFC
UJ2024320,Leroy,Powell,leroy.powell@student.uj.ac.za,2005-03-25,2714054952,"753 Street, APB Campus",FADA,Urban Planning,3,2021-06-19,ACTIVE,APB
UJ2024321,Thulisile,Garcia,thulisile.garcia@student.uj.ac.za,2006-06-07,2786638261,"740 Street, DFC Campus",FHSS,Political Science,4,2020-10-01,ACTIVE,DFC
UJ2024322,Nathan,Hall,nathan.hall@student.uj.ac.za,2003-06-18,2775763981,"50 Street, APB Campus",FNS,Health Administration,4,2021-10-10,GRADUATED,APB
UJ2024323,Elijah,Green,elijah.green@student.uj.ac.za,2001-10-05,2778645904,"807 Street, DFC Campus",FCBE,Marketing,1,2021-08-06,ACTIVE,DFC
UJ2024324,Lungile,Brooks,lungile.brooks@student.uj.ac.za,1999-06-18,2798082963,"466 Street, SWC Campus",FADA,Graphic Design,1,2022-09-03,ACTIVE,SWC
UJ2024325,Celimpilo,Young,celimpilo.young@student.uj.ac.za,2006-02-26,2748712318,"727 Street, APK Campus",FMS,Microbiology,1,2023-06-28,ACTIVE,APK
UJ2024326,Bhekumuzi,Gonzales,bhekumuzi.gonzales@student.uj.ac.za,2005-06-12,2783659821,"663 Street, SWC Campus",FCBE,Accounting,2,2023-02-22,ACTIVE,SWC
UJ2024327,Buhle,Garcia,buhle.garcia@student.uj.ac.za,2001-01-04,2724014297,"685 Street, DFC Campus",FLM,Law,4,2020-09-17,SUSPENDED,DFC
UJ2024328,Isaiah,Long,isaiah.long@student.uj.ac.za,2005-01-02,2715567063,"771 Street, SWC Campus",FADA,Architecture,4,2023-03-07,GRADUATED,SWC
UJ2024329,Robert,Allen,robert.allen@student.uj.ac.za,2004-04-15,2764900559,"10 Street, SWC Campus",FADA,Architecture,1,2021-10-27,SUSPENDED,SWC
UJ2024330,Sipho,Allen,sipho.allen@student.uj.ac.za,1999-04-26,2771931935,"840 Street, APK Campus",FADA,Urban Planning,2,2021-01-15,ACTIVE,APK
UJ2024331,Robert,Richardson,robert.richardson@student.uj.ac.za,2005-05-20,2711753569,"297 Street, APK Campus",FADA,Urban Planning,4,2021-07-09,ACTIVE,APK
UJ2024332,Vuyo,Mkhize,vuyo.mkhize@student.uj.ac.za,2006-07-15,2731019413,"28 Street, APK Campus",FADA,Architecture,4,2021-10-21,ACTIVE,APK
UJ2024333,Michael,Harris,michael.harris@student.uj.ac.za,2006-04-13,2714522709,"176 Street, SWC Campus",FEBE,Chemical Engineering,2,2021-12-15,ACTIVE,SWC
UJ2024334,Mpho,Lewis,mpho.lewis@student.uj.ac.za,2001-02-03,2781851422,"307 Street, DFC Campus",FLM,Criminology,1,2023-11-24,ACTIVE,DFC
UJ2024335,Thando,Jones,thando.jones@student.uj.ac.za,2005-06-13,2730424245,"76 Street, APK Campus",FEDU,Special Needs Education,4,2022-06-06,GRADUATED,APK
UJ2024336,Welcome,Bryant,welcome.bryant@student.uj.ac.za,2002-10-05,2740480465,"193 Street, APB Campus",FNS,Health Administration,1,2020-07-27,ACTIVE,APB
UJ2024337,Samkelisiwe,Hughes,samkelisiwe.hughes@student.uj.ac.za,2001-02-13,2733293498,"960 Street, APK Campus",FLM,Legal Studies,4,2023-07-22,ACTIVE,APK
UJ2024338,Zanele,Perry,zanele.perry@student.uj.ac.za,1999-12-10,2766674212,"554 Street, APB Campus",FNS,Public Health,2,2023-01-01,ACTIVE,APB
UJ2024339,Kagiso,Williams,kagiso.williams@student.uj.ac.za,2002-12-08,2731816413,"332 Street, APK Campus",FCBE,Finance,3,2023-01-24,ACTIVE,APK
UJ2024340,Cebo,Ross,cebo.ross@student.uj.ac.za,2006-04-10,2776078261,"642 Street, SWC Campus",FMS,Medical Science,4,2020-02-17,GRADUATED,SWC
UJ2024341,Gabisile,Cox,gabisile.cox@student.uj.ac.za,2005-11-08,2776701450,"333 Street, APB Campus",FADA,Interior Design,1,2021-10-03,ACTIVE,APB
UJ2024342,Yolanda,Jones,yolanda.jones@student.uj.ac.za,2005-03-14,2723490579,"946 Street, APK Campus",FLM,Criminology,1,2023-12-28,ACTIVE,APK
UJ2024343,Qhawe,Van der Merwe,qhawe.van der merwe@student.uj.ac.za,2006-06-12,2746253412,"924 Street, APK Campus",FLM,Legal Studies,1,2021-08-02,SUSPENDED,APK
UJ2024344,Mbali,Lee,mbali.lee@student.uj.ac.za,2000-08-08,2782314321,"989 Street, SWC Campus",FHES,Nursing,4,2021-12-24,ACTIVE,SWC
UJ2024345,Isabella,Bryant,isabella.bryant@student.uj.ac.za,2003-03-16,2711059822,"877 Street, SWC Campus",FLM,Legal Studies,3,2020-09-03,ACTIVE,SWC
UJ2024346,Nandi,Moore,nandi.moore@student.uj.ac.za,2000-03-12,2773461706,"373 Street, DFC Campus",FADA,Architecture,4,2022-10-10,GRADUATED,DFC
UJ2024347,Michael,Rogers,michael.rogers@student.uj.ac.za,1999-02-21,2745749818,"228 Street, APB Campus",FNS,Midwifery,4,2021-04-01,ACTIVE,APB
UJ2024348,Nandi,Baker,nandi.baker@student.uj.ac.za,2002-08-07,2751729832,"904 Street, SWC Campus",FNS,Midwifery,1,2021-06-10,ACTIVE,SWC
UJ2024349,Yvonne,Walker,yvonne.walker@student.uj.ac.za,2005-01-24,2766550343,"625 Street, APB Campus",FLM,Legal Studies,4,2022-08-18,ACTIVE,APB
UJ2024350,Bhekumuzi,Powell,bhekumuzi.powell@student.uj.ac.za,2006-01-01,2751718283,"367 Street, APK Campus",FLM,Legal Studies,2,2023-07-07,ACTIVE,APK
UJ2024351,Johan,Lopez,johan.lopez@student.uj.ac.za,2005-04-15,2793064958,"579 Street, DFC Campus",FLM,Criminology,1,2020-03-10,SUSPENDED,DFC
UJ2024352,Johan,Powell,johan.powell@student.uj.ac.za,2005-08-22,2715932812,"599 Street, APB Campus",FEDU,Curriculum Studies,2,2023-05-17,ACTIVE,APB
UJ2024353,Tumelo,Roberts,tumelo.roberts@student.uj.ac.za,2005-07-23,2794818825,"512 Street, SWC Campus",FLM,Law,3,2021-07-21,ACTIVE,SWC
UJ2024354,Jabulani,Howard,jabulani.howard@student.uj.ac.za,2005-08-05,2747481485,"34 Street, SWC Campus",FHES,Medical Science,1,2021-01-15,ACTIVE,SWC
UJ2024355,Olivia,Washington,olivia.washington@student.uj.ac.za,2004-01-08,2774612007,"700 Street, APB Campus",FHSS,Anthropology,1,2021-08-26,ACTIVE,APB
UJ2024356,Phindile,Brown,phindile.brown@student.uj.ac.za,2006-08-26,2746019609,"590 Street, SWC Campus",FEDU,Special Needs Education,2,2022-08-03,ACTIVE,SWC
UJ2024357,Thulisile,Henderson,thulisile.henderson@student.uj.ac.za,1999-01-10,2737421499,"453 Street, APK Campus",FHES,Dentistry,4,2022-09-14,GRADUATED,APK
UJ2024358,Kagiso,Brooks,kagiso.brooks@student.uj.ac.za,2004-08-19,2777824777,"286 Street, APB Campus",FEDU,Early Childhood Development,2,2021-01-26,ACTIVE,APB
UJ2024359,Xola,Anderson,xola.anderson@student.uj.ac.za,1999-11-21,2757689193,"53 Street, DFC Campus",FLM,Law,4,2022-09-21,ACTIVE,DFC
UJ2024360,Queency,Wood,queency.wood@student.uj.ac.za,2004-04-25,2771128685,"133 Street, APK Campus",FNS,Nursing,1,2022-01-01,ACTIVE,APK
UJ2024361,Bonga,Ward,bonga.ward@student.uj.ac.za,2002-04-14,2782631522,"383 Street, DFC Campus",FHSS,Sociology,3,2023-03-26,ACTIVE,DFC
UJ2024362,Hlengiwe,Rivera,hlengiwe.rivera@student.uj.ac.za,2006-09-17,2777499442,"516 Street, DFC Campus",FADA,Graphic Design,3,2021-04-02,ACTIVE,DFC
UJ2024363,Naledi,Sanchez,naledi.sanchez@student.uj.ac.za,2002-02-19,2794080824,"512 Street, DFC Campus",FHES,Pharmacy,3,2023-12-16,ACTIVE,DFC
UJ2024364,Refilwe,Coleman,refilwe.coleman@student.uj.ac.za,2002-06-20,2752544204,"754 Street, APK Campus",FMS,Biochemistry,1,2021-08-06,ACTIVE,APK
UJ2024365,Dineo,Murphy,dineo.murphy@student.uj.ac.za,2005-10-20,2718736903,"424 Street, DFC Campus",FNS,Nursing,1,2023-01-07,ACTIVE,DFC
UJ2024366,Fumani,Watson,fumani.watson@student.uj.ac.za,2002-02-05,2778350718,"89 Street, DFC Campus",FHSS,Psychology,1,2022-08-28,ACTIVE,DFC
UJ2024367,Anele,Sanders,anele.sanders@student.uj.ac.za,2004-11-06,2730607502,"536 Street, APB Campus",FHES,Pharmacy,1,2023-09-07,ACTIVE,APB
UJ2024368,Sindisiwe,Mitchell,sindisiwe.mitchell@student.uj.ac.za,2000-10-15,2779466306,"657 Street, DFC Campus",FHES,Dentistry,2,2022-10-20,ACTIVE,DFC
UJ2024369,Refilwe,Murphy,refilwe.murphy@student.uj.ac.za,2000-08-12,2756064576,"200 Street, SWC Campus",FHSS,Political Science,1,2023-12-05,ACTIVE,SWC
UJ2024370,Unathi,Murphy,unathi.murphy@student.uj.ac.za,2001-03-09,2795178835,"552 Street, DFC Campus",FHES,Physiotherapy,4,2022-12-23,ACTIVE,DFC
UJ2024371,Innocent,Clark,innocent.clark@student.uj.ac.za,2001-11-11,2790000600,"913 Street, DFC Campus",FEBE,Civil Engineering,1,2023-08-10,ACTIVE,DFC
UJ2024372,Ursula,Alexander,ursula.alexander@student.uj.ac.za,2006-05-08,2780880837,"601 Street, SWC Campus",FLM,Law,3,2023-04-18,ACTIVE,SWC
UJ2024373,Unathi,Wilson,unathi.wilson@student.uj.ac.za,2000-07-02,2753826606,"906 Street, DFC Campus",FCBE,Marketing,2,2020-02-12,ACTIVE,DFC
UJ2024374,Jabulani,Cox,jabulani.cox@student.uj.ac.za,2001-08-14,2785498014,"640 Street, APB Campus",FNS,Midwifery,2,2022-03-14,ACTIVE,APB
UJ2024375,Kelly,Sanders,kelly.sanders@student.uj.ac.za,1999-12-22,2737460563,"59 Street, DFC Campus",FEDU,Curriculum Studies,3,2020-01-23,ACTIVE,DFC
UJ2024376,Buhle,Adams,buhle.adams@student.uj.ac.za,2004-02-05,2751030365,"11 Street, APK Campus",FCBE,Economics,3,2021-09-02,ACTIVE,APK
UJ2024377,Pulane,Watson,pulane.watson@student.uj.ac.za,2006-03-25,2736604909,"96 Street, APK Campus",FMS,Microbiology,2,2021-09-10,ACTIVE,APK
UJ2024378,Buhle,Morgan,buhle.morgan@student.uj.ac.za,1999-07-22,2720261879,"106 Street, APK Campus",FLM,Criminology,3,2020-09-23,ACTIVE,APK
UJ2024379,Bonga,Torres,bonga.torres@student.uj.ac.za,2000-09-13,2782438543,"90 Street, DFC Campus",FEDU,Curriculum Studies,3,2021-06-03,ACTIVE,DFC
UJ2024380,Hlengiwe,Thomas,hlengiwe.thomas@student.uj.ac.za,2005-05-10,2778033019,"845 Street, APK Campus",FADA,Graphic Design,4,2021-08-16,ACTIVE,APK
UJ2024381,William,Ramirez,william.ramirez@student.uj.ac.za,2002-08-04,2730321443,"652 Street, APK Campus",FMS,Genetics,1,2020-08-09,ACTIVE,APK
UJ2024382,Rebecca,Patterson,rebecca.patterson@student.uj.ac.za,2003-06-19,2758732263,"376 Street, APB Campus",FHSS,Political Science,3,2021-08-04,ACTIVE,APB
UJ2024383,William,Phillips,william.phillips@student.uj.ac.za,2006-02-28,2788477827,"621 Street, DFC Campus",FEDU,Education,2,2022-09-18,ACTIVE,DFC
UJ2024384,Liyana,Jenkins,liyana.jenkins@student.uj.ac.za,2000-12-11,2732642520,"800 Street, APB Campus",FNS,Midwifery,3,2022-03-22,ACTIVE,APB
UJ2024385,Welcome,Collins,welcome.collins@student.uj.ac.za,2006-08-20,2797290988,"379 Street, APB Campus",FNS,Nursing,3,2021-06-02,ACTIVE,APB
UJ2024386,Ursula,Lopez,ursula.lopez@student.uj.ac.za,1999-03-15,2727488859,"319 Street, SWC Campus",FNS,Midwifery,2,2022-02-02,ACTIVE,SWC
UJ2024387,Zukisa,Harris,zukisa.harris@student.uj.ac.za,2001-07-25,2774943303,"25 Street, APB Campus",FLM,Forensic Science,2,2020-03-27,ACTIVE,APB
UJ2024388,Tumelo,Wood,tumelo.wood@student.uj.ac.za,2000-01-07,2713055508,"838 Street, SWC Campus",FADA,Architecture,4,2022-01-16,GRADUATED,SWC
UJ2024389,Nompumelelo,Price,nompumelelo.price@student.uj.ac.za,2004-06-14,2748793106,"94 Street, DFC Campus",FNS,Public Health,3,2021-09-14,ACTIVE,DFC
UJ2024390,Dineo,Roberts,dineo.roberts@student.uj.ac.za,2003-02-11,2768204506,"786 Street, SWC Campus",FEBE,Mechanical Engineering,3,2023-10-16,ACTIVE,SWC
UJ2024391,Olivia,Foster,olivia.foster@student.uj.ac.za,2000-01-22,2766200093,"239 Street, APK Campus",FMS,Microbiology,1,2021-04-23,ACTIVE,APK
UJ2024392,Fikile,Rogers,fikile.rogers@student.uj.ac.za,1999-01-14,2761764070,"874 Street, DFC Campus",FADA,Fine Arts,2,2021-09-02,ACTIVE,DFC
UJ2024393,Xavier,Wright,xavier.wright@student.uj.ac.za,2001-11-09,2791328498,"391 Street, DFC Campus",FNS,Nursing,1,2021-04-09,ACTIVE,DFC
UJ2024394,Nathan,Green,nathan.green@student.uj.ac.za,2000-04-09,2760723250,"912 Street, DFC Campus",FCBE,Marketing,1,2023-07-04,ACTIVE,DFC
UJ2024395,Zinhle,Roberts,zinhle.roberts@student.uj.ac.za,2005-07-27,2753425500,"85 Street, APK Campus",FHES,Physiotherapy,4,2023-11-09,ACTIVE,APK
UJ2024396,Odwa,Patterson,odwa.patterson@student.uj.ac.za,2000-05-10,2760306056,"404 Street, APK Campus",FHSS,Anthropology,1,2022-04-12,ACTIVE,APK
UJ2024397,Johan,Gonzalez,johan.gonzalez@student.uj.ac.za,1999-01-12,2786437319,"675 Street, APK Campus",FEBE,Computer Engineering,1,2021-06-03,ACTIVE,APK
UJ2024398,Kelly,Foster,kelly.foster@student.uj.ac.za,2002-05-18,2774649382,"978 Street, APB Campus",FNS,Nursing,2,2020-06-02,ACTIVE,APB
UJ2024399,Lungile,Baker,lungile.baker@student.uj.ac.za,2001-08-28,2778263670,"821 Street, APB Campus",FEBE,Civil Engineering,2,2020-01-11,ACTIVE,APB
UJ2024400,Catherine,Ross,catherine.ross@student.uj.ac.za,1999-02-15,2733146905,"942 Street, APK Campus",FHES,Medical Science,4,2023-04-25,SUSPENDED,APK
UJ2024401,Qinisela,Richardson,qinisela.richardson@student.uj.ac.za,2005-07-05,2757702887,"382 Street, SWC Campus",FHSS,Psychology,4,2022-12-10,ACTIVE,SWC
UJ2024402,Johan,Phillips,johan.phillips@student.uj.ac.za,2005-04-21,2719979279,"860 Street, DFC Campus",FEBE,Chemical Engineering,1,2022-05-05,ACTIVE,DFC
UJ2024403,Queen,Ross,queen.ross@student.uj.ac.za,1999-09-14,2798546905,"853 Street, APB Campus",FHSS,Psychology,1,2021-07-03,ACTIVE,APB
UJ2024404,Isabella,Alexander,isabella.alexander@student.uj.ac.za,1999-05-19,2711505013,"830 Street, APK Campus",FADA,Urban Planning,4,2023-11-13,ACTIVE,APK
UJ2024405,Mandla,Roberts,mandla.roberts@student.uj.ac.za,1999-04-03,2754401872,"9 Street, APK Campus",FNS,Nursing,4,2020-08-22,GRADUATED,APK
UJ2024406,Enoch,Hernandez,enoch.hernandez@student.uj.ac.za,2003-11-22,2777156709,"472 Street, APB Campus",FMS,Medical Science,3,2020-08-07,ACTIVE,APB
UJ2024407,Omphemetse,Rogers,omphemetse.rogers@student.uj.ac.za,2000-07-10,2728094737,"981 Street, APB Campus",FMS,Genetics,1,2020-06-04,ACTIVE,APB
UJ2024408,Ursula,Hill,ursula.hill@student.uj.ac.za,2003-10-14,2739702525,"961 Street, SWC Campus",FLM,Law,1,2022-11-23,ACTIVE,SWC
UJ2024409,Khanyisile,Kelly,khanyisile.kelly@student.uj.ac.za,2002-02-05,2721831130,"620 Street, DFC Campus",FHSS,Anthropology,2,2023-12-10,ACTIVE,DFC
UJ2024410,Omphemetse,Allen,omphemetse.allen@student.uj.ac.za,2003-02-09,2789206480,"466 Street, APB Campus",FEDU,Early Childhood Development,3,2021-09-11,ACTIVE,APB
UJ2024411,Queen,Thompson,queen.thompson@student.uj.ac.za,2000-05-21,2786657702,"54 Street, SWC Campus",FCBE,Finance,4,2023-11-07,GRADUATED,SWC
UJ2024412,Kagiso,Bailey,kagiso.bailey@student.uj.ac.za,2001-02-22,2731711861,"89 Street, APK Campus",FEDU,Curriculum Studies,1,2021-02-05,ACTIVE,APK
UJ2024413,Celimpilo,Foster,celimpilo.foster@student.uj.ac.za,2002-01-06,2711741126,"767 Street, SWC Campus",FMS,Medical Science,4,2023-04-09,ACTIVE,SWC
UJ2024414,Zanele,Alexander,zanele.alexander@student.uj.ac.za,2000-10-02,2760724311,"782 Street, APB Campus",FNS,Public Health,2,2023-11-15,ACTIVE,APB
UJ2024415,Sarah,Cox,sarah.cox@student.uj.ac.za,2000-11-09,2785868148,"860 Street, APB Campus",FNS,Midwifery,3,2022-12-06,ACTIVE,APB
UJ2024416,Ulandi,Roberts,ulandi.roberts@student.uj.ac.za,2000-11-02,2746228680,"754 Street, APK Campus",FMS,Medical Science,3,2021-03-22,ACTIVE,APK
UJ2024417,Sibusiso,Gonzalez,sibusiso.gonzalez@student.uj.ac.za,2000-05-19,2744251908,"678 Street, SWC Campus",FCBE,Economics,3,2020-12-18,ACTIVE,SWC
UJ2024418,Queen,Harris,queen.harris@student.uj.ac.za,2001-07-06,2765177621,"550 Street, DFC Campus",FEBE,Chemical Engineering,2,2023-02-08,ACTIVE,DFC
UJ2024419,Victor,Bennett,victor.bennett@student.uj.ac.za,2004-11-02,2713036045,"456 Street, SWC Campus",FLM,Legal Studies,3,2023-11-25,ACTIVE,SWC
UJ2024420,Buhle,Ward,buhle.ward@student.uj.ac.za,2001-10-15,2760646239,"554 Street, SWC Campus",FEDU,Education,3,2020-12-20,ACTIVE,SWC
UJ2024421,Bonga,Mkhize,bonga.mkhize@student.uj.ac.za,2004-04-04,2790559522,"293 Street, SWC Campus",FEDU,Special Needs Education,1,2021-12-01,ACTIVE,SWC
UJ2024422,Rebecca,Jackson,rebecca.jackson@student.uj.ac.za,2002-02-12,2715683822,"112 Street, APK Campus",FMS,Biochemistry,4,2023-09-24,ACTIVE,APK
UJ2024423,Hlompho,Hall,hlompho.hall@student.uj.ac.za,2002-12-05,2741572242,"608 Street, SWC Campus",FHES,Nursing,4,2023-09-18,ACTIVE,SWC
UJ2024424,Kabo,Henderson,kabo.henderson@student.uj.ac.za,2005-04-24,2759946313,"810 Street, APK Campus",FADA,Interior Design,2,2020-10-08,ACTIVE,APK
UJ2024425,Pulane,Cook,pulane.cook@student.uj.ac.za,2001-11-13,2712006714,"85 Street, SWC Campus",FHSS,Sociology,4,2022-05-08,GRADUATED,SWC
UJ2024426,Andile,Allen,andile.allen@student.uj.ac.za,2002-05-06,2766333328,"437 Street, DFC Campus",FLM,Legal Studies,2,2023-11-07,ACTIVE,DFC
UJ2024427,Michael,Moore,michael.moore@student.uj.ac.za,1999-05-12,2790870806,"125 Street, SWC Campus",FMS,Medical Science,2,2021-10-16,ACTIVE,SWC
UJ2024428,Nathan,Lewis,nathan.lewis@student.uj.ac.za,2005-06-18,2791503081,"871 Street, APK Campus",FCBE,Finance,1,2023-10-18,ACTIVE,APK
UJ2024429,Mbali,Gray,mbali.gray@student.uj.ac.za,1999-05-27,2777922206,"531 Street, APB Campus",FLM,Law,3,2021-01-10,ACTIVE,APB
UJ2024430,Xola,Barnes,xola.barnes@student.uj.ac.za,2004-12-23,2725461547,"321 Street, APK Campus",FLM,Forensic Science,4,2021-08-28,ACTIVE,APK
UJ2024431,Lungile,Taylor,lungile.taylor@student.uj.ac.za,2006-07-01,2756431386,"398 Street, DFC Campus",FEDU,Special Needs Education,1,2020-11-01,ACTIVE,DFC
UJ2024432,Qinisela,Lopez,qinisela.lopez@student.uj.ac.za,2000-08-16,2722807075,"119 Street, APK Campus",FCBE,Finance,2,2020-04-12,ACTIVE,APK
UJ2024433,David,Long,david.long@student.uj.ac.za,2000-01-11,2763291768,"454 Street, APK Campus",FCBE,Marketing,1,2022-12-16,ACTIVE,APK
UJ2024434,Lerato,Gonzalez,lerato.gonzalez@student.uj.ac.za,2000-11-16,2736969883,"501 Street, APK Campus",FEBE,Electrical Engineering,1,2023-11-04,ACTIVE,APK
UJ2024435,Faith,Botha,faith.botha@student.uj.ac.za,2003-08-01,2737679745,"194 Street, DFC Campus",FHES,Nursing,3,2022-06-21,ACTIVE,DFC
UJ2024436,Omphemetse,Foster,omphemetse.foster@student.uj.ac.za,2004-07-11,2794078166,"252 Street, SWC Campus",FADA,Graphic Design,2,2020-01-19,ACTIVE,SWC
UJ2024437,Fumani,Bennett,fumani.bennett@student.uj.ac.za,2001-10-22,2758160221,"966 Street, DFC Campus",FLM,Legal Studies,3,2022-11-10,ACTIVE,DFC
UJ2024438,Kgosi,Botha,kgosi.botha@student.uj.ac.za,2003-08-18,2732695449,"912 Street, DFC Campus",FEBE,Civil Engineering,4,2023-09-23,GRADUATED,DFC
UJ2024439,Elijah,Henderson,elijah.henderson@student.uj.ac.za,2005-03-11,2783202982,"654 Street, DFC Campus",FLM,Legal Studies,4,2023-10-04,ACTIVE,DFC
UJ2024440,Naledi,Jones,naledi.jones@student.uj.ac.za,2006-02-23,2779066206,"336 Street, DFC Campus",FMS,Genetics,4,2022-08-09,GRADUATED,DFC
UJ2024441,Celimpilo,Price,celimpilo.price@student.uj.ac.za,2005-10-11,2734104779,"471 Street, APB Campus",FLM,Law,3,2022-10-19,ACTIVE,APB
UJ2024442,Abigail,Ward,abigail.ward@student.uj.ac.za,2006-05-11,2781598966,"6 Street, SWC Campus",FADA,Urban Planning,1,2020-01-10,ACTIVE,SWC
UJ2024443,Xola,James,xola.james@student.uj.ac.za,2002-06-12,2755954077,"396 Street, APB Campus",FNS,Health Administration,2,2022-06-25,ACTIVE,APB
UJ2024444,Thabang,Price,thabang.price@student.uj.ac.za,2000-12-08,2771125173,"41 Street, APB Campus",FHSS,Sociology,1,2021-04-20,ACTIVE,APB
UJ2024445,Sarah,Barnes,sarah.barnes@student.uj.ac.za,2000-06-28,2759614322,"925 Street, APK Campus",FNS,Midwifery,2,2020-03-27,ACTIVE,APK
UJ2024446,Thabang,Simmons,thabang.simmons@student.uj.ac.za,2000-09-28,2754468311,"316 Street, APB Campus",FADA,Urban Planning,4,2023-06-08,GRADUATED,APB
UJ2024447,Abigail,Foster,abigail.foster@student.uj.ac.za,1999-10-19,2775115439,"835 Street, APK Campus",FLM,Criminology,1,2023-10-17,ACTIVE,APK
UJ2024448,Hlompho,Hernandez,hlompho.hernandez@student.uj.ac.za,2004-12-07,2753323730,"99 Street, SWC Campus",FHES,Nursing,4,2021-07-01,GRADUATED,SWC
UJ2024449,Dineo,Parker,dineo.parker@student.uj.ac.za,2006-03-28,2715988619,"381 Street, APB Campus",FEBE,Electrical Engineering,2,2022-11-13,ACTIVE,APB
UJ2024450,Rebecca,Watson,rebecca.watson@student.uj.ac.za,2004-05-10,2778271071,"440 Street, APB Campus",FLM,Legal Studies,1,2021-04-24,ACTIVE,APB
UJ2024451,Yvonne,Hughes,yvonne.hughes@student.uj.ac.za,2004-05-20,2768377959,"109 Street, APK Campus",FCBE,Economics,4,2020-12-03,ACTIVE,APK
UJ2024452,Cebo,Martin,cebo.martin@student.uj.ac.za,1999-08-17,2777605802,"747 Street, APK Campus",FMS,Genetics,1,2023-04-02,ACTIVE,APK
UJ2024453,Robert,Brown,robert.brown@student.uj.ac.za,2001-10-28,2762287600,"507 Street, APB Campus",FADA,Graphic Design,1,2022-03-25,ACTIVE,APB
UJ2024454,Welcome,Hughes,welcome.hughes@student.uj.ac.za,2003-01-08,2747495874,"629 Street, APK Campus",FLM,Law,2,2023-08-16,ACTIVE,APK
UJ2024455,Elias,Ross,elias.ross@student.uj.ac.za,1999-03-27,2790459818,"520 Street, SWC Campus",FMS,Microbiology,4,2022-05-12,ACTIVE,SWC
UJ2024456,Tumelo,Flores,tumelo.flores@student.uj.ac.za,2002-10-25,2769606163,"404 Street, DFC Campus",FCBE,Accounting,4,2021-11-19,ACTIVE,DFC
UJ2024457,William,Mitchell,william.mitchell@student.uj.ac.za,2001-01-25,2737881519,"423 Street, APK Campus",FHES,Medical Science,1,2023-06-05,ACTIVE,APK
UJ2024458,Samkelisiwe,Hughes,samkelisiwe.hughes@student.uj.ac.za,2004-12-23,2796234762,"763 Street, APK Campus",FEDU,Curriculum Studies,2,2021-08-18,ACTIVE,APK
UJ2024459,Yvonne,Kelly,yvonne.kelly@student.uj.ac.za,2000-04-20,2734649558,"294 Street, SWC Campus",FEDU,Early Childhood Development,3,2020-04-11,ACTIVE,SWC
UJ2024460,Dineo,Lewis,dineo.lewis@student.uj.ac.za,2006-11-06,2791104471,"114 Street, SWC Campus",FCBE,Accounting,2,2023-04-01,ACTIVE,SWC
UJ2024461,Wandile,Torres,wandile.torres@student.uj.ac.za,2006-06-13,2779108742,"877 Street, APK Campus",FHES,Nursing,1,2023-03-21,ACTIVE,APK
UJ2024462,Lungile,Jenkins,lungile.jenkins@student.uj.ac.za,2006-08-26,2758988339,"222 Street, APB Campus",FADA,Interior Design,4,2020-07-22,GRADUATED,APB
UJ2024463,Cebo,Murphy,cebo.murphy@student.uj.ac.za,2004-10-23,2773425494,"994 Street, APB Campus",FADA,Fine Arts,4,2022-04-23,GRADUATED,APB
UJ2024464,Sindisiwe,Hernandez,sindisiwe.hernandez@student.uj.ac.za,1999-09-20,2751408294,"355 Street, SWC Campus",FNS,Public Health,2,2022-08-10,SUSPENDED,SWC
UJ2024465,Rorisang,Botha,rorisang.botha@student.uj.ac.za,2005-11-09,2788597187,"663 Street, DFC Campus",FLM,Legal Studies,3,2021-12-04,SUSPENDED,DFC
UJ2024466,Queen,Bell,queen.bell@student.uj.ac.za,2001-07-27,2748063823,"801 Street, APK Campus",FNS,Public Health,3,2022-12-02,SUSPENDED,APK
